data_id;University Name;Meta Data;URL;Author;title;Abstract;Academic Level;Published Year;Keywords;Cite;;;;
grant_103;Engineering and Physical Sciences Research Council;;;;Quantum Error Correction in Neutral Atom Quantum Computer;"This project seeks to develop a dual-species platform for quantum computing and simulation with neutral atoms, providing a route to implementing active quantum error correction essential for future scaling beyond 100 qubits. This hardware will simultaneously provide a versatile platform for analogue computing and simulation due to the ability to independently control inter- and intra-species interactions, providing a route to performing studies of complex many-body physics as well as increasing the diversity of real-world optimisation problems that can be tackled using neutral atom hardware.

Quantum computation (QC) offers a revolutionary approach to information processing, providing a route to efficiently solve classically hard problems encountered across a diverse range of sectors, including financial services (e.g. portfolio optimisation), energy (e.g. network design and energy distribution), logistics (e.g. route planning), and IT (e.g. search, machine learning). Using hardware operating under the laws of quantum mechanics also creates a platform for studying physical systems, such as complex materials and molecules, with early demonstrations showing applications in materials science and quantum chemistry that could eventually be scaled up to accelerate drug design or optimised materials for aerospace and manufacturing.

Whilst large-scale applications will require thousands of qubits, in the near-term small (100 qubit) quantum processors will reach a regime in which the quantum hardware is able to solve problems not accessible even on the largest available conventional supercomputers. However, scaling of quantum systems remains a major experimental challenge, with high-fidelity performance demonstrated for small, state-of-the-art ion and superconductor systems but with significant technical barriers to extending this performance beyond around 10-20 qubits. 

Over the last decade, neutral atoms have emerged as one of the most promising platforms for quantum information processing, with a major advantage over competing technologies arising from the ability to scale to large numbers of identical qubits as required for performing practical quantum computing. To date, several experiments have demonstrated trapping of qubit arrays with &gt; 256 qubits. To couple neutral atom qubits, highly excited Rydberg states are used which have extremely large electric dipole moments giving rise to strong and controllable interactions. These can be exploited to perform high fidelity multi-qubit gates, with F&gt;0.95 demonstrated for two qubits and intrinsic fidelities of F&gt;0.995 for multi-qubit gates, or for performing quantum simulation of controllable spin models as required for studying materials or solving optimisation problems.

Whilst there has been significant experimental progress, a number of challenges currently limit scaling to larger array sizes for hardware based on a single atomic species. The first arises from finite vacuum lifetime due to collisions with background atoms ejecting atoms from the trap. For room temperature operation, this is typically 10s for 1 atom but means only 10ms for a 1000 atom array. This can be solved by moving to operation at cryogenic temperatures down to 4 K where the cold surfaces cause significant increase in lifetime upwards of &gt; 6000 seconds meaning recovery of times &gt; 6s even for 1000 atoms. The next issue lies in the long readout time for neutral atom qubits, typically requiring 10-50 ms to readout qubit states. With a single species, the cross-talk and scattered light mean readout is destructive across the whole array, with no clear pathway to performing local measurements required for error correction to reach fault tolerant operation.";grant;2023;;;;;;
grant_104;National Science Foundation;;;;Unconventional Quantum Phase Transitions;"TECHNICAL SUMMARY

This award supports theoretical and computational research and education to advance understanding of quantum phase transitions and broaden it beyond the Landau-Ginzburg-Wilson paradigm. 



The PI will explore several classes of unconventional quantum phase transitions, focusing on four separate but related areas.



1.  Strong-disorder quantum phase transitions: Motivated by experiments on nitrogen-vanadium, cerium-palladium-rhodium, and strontium-calcium ruthenate compounds, the PI aims to develop a theory of rare region effects at itinerant ferromagnetic quantum phase transitions. He will also study the influence of randomness on first-order quantum phase transitions as well as the effects of disorder correlations.



2. Novel phases and transitions in layered systems: The PI will investigate the unusual phases and transitions emerging in randomly and quasi-periodically layered superconductors and superfluids that can be produced in ultracold gases or nano-structured materials.



3. Dynamics and transport at quantum critical points: The PI will study the conductance of superconducting molybdenum germanium and niobium nanowires at the superconductor-metal quantum phase transition. He will also investigate electronic transport in ferromagnetic Griffiths phases.



4 Berry phases in impurity problems and percolation transitions: The PI plans to analyze the effects of Berry phases on the quantum-to-classical mapping of impurity quantum phase transitions as well as their effects on percolation transitions of rotors and spins.



A combination of analytical techniques and computer simulation will be used to carry out the research.



This award also supports efforts to establish a series of ""Nobel Prize talks"" to be given each fall after the prizes in physics, chemistry and physiology or medicine have been announced. The talks in this series will be coordinated between the Missouri S&T departments of physics, chemistry and biological sciences. They will give elementary introductions into the science behind the prize. These talks will expand the successful series of talks on the physics prize that the PI has organized since 2007. The proposed work will also enhance the research and education infrastructure at Missouri S&T, as the Pegasus computer cluster designed and built and built by the PI becomes a hub of computational research in the Physics Department. 



NON- TECHNICAL SUMMARY



This award supports theoretical and computational research and education with the aim to advance understanding of a type of phase transition that occurs in materials at the absolute zero of temperature called a quantum phase transition. Unlike familiar phase transitions, for example the transformation of water to steam, which are driven by thermal fluctuations, quantum phase transitions are driven by quantum mechanical fluctuations, a consequence of the Heisenberg uncertainty principle. Quantum phase transitions are important because their influence can extend to temperatures, possibly as high as room temperature and beyond, and profoundly change the behavior of electrons in materials. This has consequences on the way electrons organize themselves into states of matter, such as magnetism and superconductivity, and other exotic states that have been predicted to occur in materials where electrons interact strongly with each other.  The perhaps less familiar state of superconductivity has the unusual feature of being able to conduct electricity without losing energy to dissipation. This leads to potential applications in power transmission. Known superconducting materials only exhibit superconductivity at frigid temperatures, some as high as temperatures where atmospheric gases like oxygen and nitrogen are liquids.  A better understanding of quantum critical phenomena may help discover materials that exhibit superconductivity at much higher temperatures.  The rigorous description of quantum phase transitions lies outside the standard theory of phase transitions. This research has potential to open new areas in the study of phase transitions. Quantum phase transitions may also have important consequences for efforts to develop quantum computers which are based on the manipulation of quantum mechanical states, and nanoscale technologies involving elements that are some tens of thousands of times smaller than the diameter of a human hair.



This award also supports efforts to establish a series of ""Nobel Prize talks"" to be given each fall after the prizes in physics, chemistry and physiology or medicine have been announced. The talks in this series will be coordinated between the Missouri S&T departments of physics, chemistry and biological sciences. They will give elementary introductions into the science behind the prize. These talks will expand the successful series of talks on the physics prize that the PI has organized since 2007. The proposed work will also enhance the research and education infrastructure at Missouri S&T, as the Pegasus computer cluster designed and built and built by the PI becomes a hub of computational research in the Physics Department.";grant;2012;;;;;;
MA_2;Royal Holloway, University of London;Degree: PhD, 1800, Royal Holloway, University of London;URL: https://rhul.elsevierpure.com/en/publications/17e455f0-26fd-4eb9-a340-f95e41e4279b;Burnett, Jonathan;High precision readout of superconducting resonators:For analysis of slow noise processes.;10 years ago superconducting resonators emerged with two potential applications, firstly kinetic inductance detectors were proposed and secondly the strong coupling of a resonator to a qubit was realized. As such, the field of superconducting quantum circuits is beginning to enter maturity and has become competitive with alternative approaches to quantum information processing and photon detection. However, there remains much room for further improvement and some problems persist still. Prevalent among these problems is a high level of environmental noise interfering with the device. This environment can be parametrised as a bath of two level fluctuators (TLFs): an uncontrolled intrinsic two level system which couples to the superconducting quantum circuit. These can produce the ubiquitous 1/f noise and are a dominant source of decoherence.   In this thesis, microwave resonators are interrogated using a novel high-precision frequency readout technique. This technique is based upon Pound locking and is implemented to examine the effects of two level fluctuators. The Method uses feedback to track deviations in the centre frequency of a microwave resonator. Sensitivity to Hz-level fluctuations allows the technique to trace ultra low dielectric loss tangents. Hence the approach is suitable for accessing even the samples with a very low density of two level fluctuators. Additionally a feedback mechanism allows for slow noise processes to be studied with exceptional statistical confidence.   This thesis outlines the theory and development of the Pound loop. This is characterized and improved until capable of resolving Hz-level deviations and operating towards single photon energies within the resonator. This allows the 1/f noise of a resonator to be studied under varying microwave drive and temperature. Ultimately we show that a new design of epitaxially grown superconductor is able to realize an ultra low dielectric loss tangent, and a low noise level, probably significantly below that measured by any other system. Which allows the temperature dependence of 1/f noise in superconducting resonators to be examined. This result provides important new guidance to methods that might eradicate the TLF problem from superconducting quantum circuits.;MA;2011;;Burnett, J. (1800). High precision readout of superconducting resonators:For analysis of slow noise processes. (Doctoral Dissertation). Royal Holloway, University of London.  Retrieved from https://rhul.elsevierpure.com/en/publications/17e455f0-26fd-4eb9-a340-f95e41e4279b;;;;
MA_3;Universidade Estadual de Campinas;Degree: 1991, Universidade Estadual de Campinas;URL: http://hdl.handle.net/20.500.12733/1575861;Mesquita, Roberto Navarro de;Experimentos de RPE em diferentes concentrações de oxigênio do supercondutor y Ba2 Cu3 07-X e dos compostos Ba Cu 02+X e Y2 Ba Cu 05.;"Orientador: Gaston Eduardo Barberis Dissertação (mestrado) - Universidade Estadual de Campinas, Instituto de Fisica Gleb Wataghin Resumo: Não informado Room-temperature X- and Q- band ESR spectra of the high-Tc superconductor Yba2Cu3O7-x and the semiconductors Y2baCuO5 and BaCuO2+x are studied experimentally and theoretically by measuring, calculating, and fitting the powder spectra corresponding to an anisotropic Zeeman Hamiltonian for CU2+ in orthorhombic and tetragonal local symmetries ESR and x-ray studies in their corresponding oxygen-deficient stoichiometries, obtained by heat treatment under vacuum, were also done. Our results support those of Bowdeen et al. and Vier et al. in Rba2Cu3O7-x (R = Y, Eu), indicating that the Cu(1) and Cu(2) atoms in the pure Yba2Cu3O7-x phase are not ESR active and the small resonance observed in these compounds comes from other residual phases. The purest Yba2Cu3O7-x samples that we were able to prepare still have 0.1-0.5% mass fraction of other residual copper compounds which are responsible for the observed resonance Mestrado Física Mestre em Física
Advisors/Committee Members: Barberis, Gaston Eduardo, 1941-, Universidade Estadual de Campinas (UNICAMP). Instituto de Física Gleb Wataghin, Programa de Pós-Graduação em Física, UNIVERSIDADE ESTADUAL DE CAMPINAS.";MA;1991;;Mesquita, R. N. d. (1991). Experimentos de RPE em diferentes concentrações de oxigênio do supercondutor y Ba2 Cu3 07-X e dos compostos Ba Cu 02+X e Y2 Ba Cu 05. (Masters Thesis). Universidade Estadual de Campinas.  Retrieved from http://hdl.handle.net/20.500.12733/1575861;;;;
MA_4;Oregon State University;Degree: MS, Mechanical Engineering, 1991, Oregon State University;URL: http://hdl.handle.net/1957/37677;Liu, He;Mechanical properties of Nb-Ti composite superconducting wires.;"Mechanical properties of Nb-Ti composite superconducting wires were tested at
room temperature. The results were analysed using simple composite theory, the rule
of mixtures. The objective is to predict the mechanical properties of Nb-Ti
superconducting composite wires as a function of volume ratio and geometry of the
components, the composite wire size and the effect of heat treatment at final drawing
wire sizes. To understand the mechanical behaviors of the Nb-Ti composite,
mechanical testing of the individual composite components, Nb-Ti filament and copper
matrix, was performed, and the geometry of the composite was also studied. The
results indicate that for the monofilamentary composite simple composite theory with
two components, Nb-Ti filament and copper matrix, can be used as the prediction of
the UTS of the composite. For the multifilamentary composite three components make
up the composites; a high strength Nb-Ti fiber, a low strength, high ductility bulk
copper matrix and a mid-strength (between the Nb-Ti fiber's and bulk copper matrix's)
interfilamentary copper matrix. After heavy cold work the UTS of Nb-Ti filaments and
bulk copper matrix in the composite saturate, while the UTS of the interfilamentary
copper increases as the interfilamentary spacing decreases. The UTS of the
interfilamentary copper matrix as a linear function of the reciprocal of interfilamentary
spacing is found. The controlling parameters in the manufacturing which determine the
mechanical properties of Nb-Ti composite superconducting wires include
superconductor to composite ratio, UTS of the Nb-Ti filament and copper matrix, wire
final drawing size, and geometry of the composite such as size and number of the
filaments, interfilamentary spacing, volume fraction of fringe and core bulk copper in
multifilamentary composites.
Advisors/Committee Members: Warnes, William H. (advisor).";MA;1991;;Liu, H. (1991). Mechanical properties of Nb-Ti composite superconducting wires. (Masters Thesis). Oregon State University.  Retrieved from http://hdl.handle.net/1957/37677;;;;
MA_5;Florida International University;Degree: MS, Electrical Engineering, 1996, Florida International University;"URL: https://digitalcommons.fiu.edu/etd/1340 
;
10.25148/etd.FI14032373
;
FI14032373";Avello, Miriam Y.;Fabrication of a two-terminal super conducting device with a poled ferroelectric control layer.;" The discovery of High-Temperature Superconductors (HTSCs) has spurred the need for the fabrication of superconducting electronic devices able to match the performance of today's semiconductor devices. While there are several HTSCs in use today, YBaCuO7-x (YBCO) is the better characterized and more widely used material for small electronic applications. This thesis explores the fabrication of a Two-Terminal device with a superconductor and a painted on electrode as the terminals and a ferroelectric, BaTiO 3 (BTO), in between. The methods used to construct such a device and the challenges faced with the fabrication of a viable device will be examined. The ferroelectric layer of the devices that proved adequate for use were poled by the application of an electric field. Temperature Bias Poling used an applied field of 105V/cm at a temperature of approximately 135*C. High Potential Poling used an applied field of 106V/cm at room temperature (20*C). The devices were then tested for a change in their superconducting critical temperature, Tc. A shift of 1-2K in the Tc(onset) of YBCO was observed for Temperature Bias Poling and a shift of 2-6K for High Potential Poling. These are the first reported results of the field effect using BTO on YBCO. The mechanism involved in the shifting of Tc will be discussed along with possible applications. 
Advisors/Committee Members: Grover L. Larkins, James B. Boyce, Pierre Schmidt, Carolyne M. Van Vliet.";MA;1996;;"Avello, M. Y. (1996). Fabrication of a two-terminal super conducting device with a poled ferroelectric control layer. (Thesis). Florida International University.  Retrieved from https://digitalcommons.fiu.edu/etd/1340 ; 10.25148/etd.FI14032373 ; FI14032373";;;;
MA_6;Florida State University;Degree: 2004, Florida State University;"URL: (URL)
http://purl.flvc.org/fsu/fd/FSU_migr_etd-1265";Wang, Huazhong;Study of Polyamide Coating on Aluminum Substrate by Different Methods.;A 3.5MVA High Temperature Superconductor (HTS) transformer has been in design at FAMU-FSU College of Engineering since 2002. The coils of the HTS transformer use stainless steel sheathed Bi2223 HTS wire. In order to make insulation around the HTS transformer coils, research has been conducted. The results of this research are the main contents of this thesis. Since Siemens constructed the first HTS transformer in 1997, several HTS transformer projects have been developed around the world. In these HTS transformers, coils generally were wrapped by insulation materials. This insulation method is not ideal since wrapped insulation has disadvantages: displacement of insulation materials, low efficiency and variable insulation effect. In order to find a better approach, we wanted to investigate polymer coatings around HTS transformer coils. Polyamide 6 coatings were made on aluminum substrate utilizing dipping, brush and spray methods. After which, their properties were studied, including density, breakdown strength, dielectric constant and dissipation factor. Through comparison of properties, spray coatings show the best insulating effect. Our research also included influence of heat treatment and vacuum treatment on spray coatings. Heat and vacuum treatments effect on breakdown strength is insignificant. Vacuum treatment can greatly increase the density of the coating. Heat treatment influences the dielectric constant and dissipation factor. But the breakdown strength of spray coatings is only one fifth of that of commercial polyamide film. And the density of spray coatings is about 60% of that of commercial polyamide film. All studies about polymer coating were conducted at room temperature.;MA;2004;;Wang, H. (2004). Study of Polyamide Coating on Aluminum Substrate by Different Methods. (Thesis). Florida State University.  Retrieved from (URL) http://purl.flvc.org/fsu/fd/FSU_migr_etd-1265;;;;
MA_7;Brock University;Degree: MS, Faculty of Mathematics and Science, 2008, Brock University;URL: http://hdl.handle.net/10464/1613;Hajialamdari, Mojtaba.;Crystal growth, Raman scattering and optical properties of the superconductor Cd2Re2O7(16O, 18O).;"Using the Physical Vapor Transport method, single crystals of Cd2Re207 have been grown, and
crystals of dimensions up to 8x6x2 mm have been achieved.
X-ray diffraction from a single crystal of Cd2Re207 has showed the crystal growth in the (111)
plane. Powder X-ray diffraction measurements were performed on ^^O and ^^O samples, however no
difference was observed. Assigning the space group Fd3m to Cd2Re207 at room temperature and
using structure factor analysis, the powder X-ray diffraction pattern of the sample was explained
through systematic reflection absences.
The temperatiure dependence of the resistivity measurement of ^^O has revealed two structural
phase transitions at 120 and 200 K, and the superconducting transition at 1.0 K.
Using Factor Group Analysis on three different structiures of Cd2Re207, the number of IR and
Raman active phonon modes close to the Brillouin zone centre have been determined and the results
have been compared to the temperature-dependence of the Raman shifts of ^^O and ^*0 samples. After
scaling (via removing Bose-Einstein and Rayleigh scattering factors from the scattered light) all
spectra, each spectrum was fitted with a number of Lorentzian peaks. The temperature-dependence
of the FWHM and Raman shift of mode Eg, shows the effects of the two structurjil phase transitions
above Tc.
The absolute reflectance of Cd2Re207 - '^O single crystals in the far-infrared spectral region
(7-700 cm~^) has been measured in the superconducting state (0.5 K), right above the superconducting
state (1.5 K), and in the normal state (4.2 K).
Thermal reflectance of the sample at 0.5 K and 1.5 K indicates a strong absorption feature close
to 10 cm~^ in the superconducting state with a reference temperature of 4.2 K.
By means of Kramers-Kronig analysis, the absolute reflectance was used to calculate the optical
conductivity and dielectric function. The real part of optical conductivity shows five distinct active
phonon modes at 44, 200, 300, 375, and 575 cm~' at all temperatures including a Drude-like
behavior at low frequencies. The imaginary part of the calculated dielectric function indicates a
mode softening of the mode 44 cm~' below Tc.";MA;2008;;Hajialamdari, M. (2008). Crystal growth, Raman scattering and optical properties of the superconductor Cd2Re2O7(16O, 18O). (Masters Thesis). Brock University.  Retrieved from http://hdl.handle.net/10464/1613;;;;
MA_8;University of Wollongong;Degree: Master, 2010, University of Wollongong;URL: https://ro.uow.edu.au/theses/3254;Manshadi, Mahboobeh Shahbazi;Study of supercoducting and magneto transport properties of REFeAsO1-xFx (RE=La and Ce).;" Iron-based superconductors are the most recently discovered superconductors which could be suitable for a variety of applications. The high upper critical fields and relatively high critical current density in this group are good evidence that these compounds can be competitive with MgB2 and even high critical temperature (Tc) cuprates. Moreover, the first high temperature superconductors, cuprates, have been studied intensively for more than 20 years, but scientists still don’t know exactly how these materials work. Finding the first non-cuprate high temperature superconductors can help to unveil the mystery of superconductivity. It is possible that the clues to how these materials work could lead to the design of room temperature superconductors. 
 The first iron-based superconductor compound, LaFeAsO1-xFx, shows superconductivity at 26 K. However, the transition temperature is increased by replacing La by other rare earth elements with smaller atomic radii, such as Ce, Sm, Nd, Pr, and Gd, resulting in an increase of up to 56 K for GdFeAsO1-xFx compound. The parent compounds show antiferromagnetic spin density wave order, and superconductivity appears by introducing charge carriers, either through electron or hole doping. 
 Six families of iron based superconductors have been discovered so far. The first family has the formula REOFeAs, in which RE stands for rare earth element. These compounds have a tetragonal layered ZrCuSiAs structure with the P4/nmm space group. The second family has the formula AFe2As2, in which A is alkali- rear elements. They have the ThCr2Si2 structure with space group I4/mmm. The next family is LiFeAs, which has an infinite layered structure and crystallizes into the CuPb-type tetragonal structure. The next category, FeSe, presents a tetragonal structure, the simplest crystal structure among the iron-based superconductors. The latest families discovered so far are (Ca,Sr) FFeAsand Sr4Sc2Fe2As2O6. (Ca,Sr)FFeAs has the ZrCuSiAs type structure with P4/nmm space group. Sr4Sc2Fe2As2O6 has a layered structure with the space group I4/mmm. 
 For practical application of the Fe-based superconductors, two of the most important parameters are the upper critical field, Hc2, and the critical current density, Jc. The upper critical field is an intrinsic property, which has been approximated to be higher than 55 or 64 T in LaFeAs O0.9F0.1, 70 T in PrFeAsO0.85F0.15, over 100 T in SmFeAsO0.85F0.15,and 230 T in high-pressure (HP) fabricated NdFeAsO0.82F0.18. The Jc is sample dependent and controlled by the flux pinning behaviour. However, the available data for critical current density and pinning force in LaFeAsO1-xFx compound are…";MA;2010;;Manshadi, M. S. (2010). Study of supercoducting and magneto transport properties of REFeAsO1-xFx (RE=La and Ce). (Masters Thesis). University of Wollongong.  Retrieved from https://ro.uow.edu.au/theses/3254;;;;
MA_9;Florida State University;Degree: 2010, Florida State University;"URL: (URL)
http://purl.flvc.org/fsu/fd/FSU_migr_etd-3865";Ingrole, Aniket;Dielectric and Mechanical Properties of PMMA/BTA Nanocomposites for HTS Applications.;"To prepare dielectric materials for High Temperature Superconductor (HTS) cables, nanocomposites consisting of Polymethylmethacrylate (PMMA) and Barium Titanate (BTA) nanoparticles have been manufactured and evaluated. The main objective of this research is to enhance the dielectric breakdown strength and reduce the dielectric losses of the nanocomposites. Polymethylmethacrylate (PMMA) with the addition of BTA (5wt.% and 10wt.% ) nanocomposites were fabricated by using two different methods. The breakdown voltage measurements have been conducted under AC, DC and lightning impulse high voltage. The measurements were conducted at both room temperature (293 K) and liquid nitrogen temperature (77 K). The results of the electrical breakdown field measurements of the nanocomposites are compared with those of the base polymer. Fracture surface analysis was carried out with SEM analysis. The difference in the breakdown area due to different modes of voltages applied and effect of the nanoparticles was studied. Mechanical characterization of the resultant nanocomposites was also carried out at both the room temperature (293K) and at cryogenic temperature (77K). The effects of nanoparticles on the electrical and mechanical properties were observed. A marginal increase in the dielectric strength of the nanocomposites was observed for AC conditions at both the temperatures. There was a decrease in the values of nanocomposites for impulse conditions. At cryogenic temperature nanocomposites showed higher dielectric strength when DC voltage was applied. For both the temperatures, dielectric losses increased as the voltage was increased for all the materials studied, except for PMMA/10wt.%BTA nanocomposites at cryogenic temperature, which showed decrease of losses by ~ 70%. An increase of ~12% in Young's modulus and ~ 65% increase in tensile strength of the nanocomposites were observed at cryogenic temperature. It also shows that more material damage was observed under AC breakdown voltage compared to the impulse and DC voltage breakdown cases. Also the material damage was more pronounced at 77 K than that at 293 K. Submitted Note: A Thesis submitted to the Department of Industrial and Manufacturing Engineering in partial fulfillment of the requirements
         for the degree of Master of Science. Degree Awarded: Summer Semester, 2010. Date of Defense: July 6, 2010. Keywords: Tan Delta Losses, Impulse Breakdown, DC Breakdown, AC Breakdown, Barium Titanate, Polymethylmethacrylate (PMMA), Cryogenic Insulation, High Temperature Superconductors (HTS), Nanodielectrics, Mechanical Breakdown, Surface Fracture Analysis, Weibull Plots Bibliography Note: Advisory Committee: Zhiyong Richard Liang, Professor Directing Thesis; Horatio Rodrigo, Committee Member; Okenwa Okoli, Committee Member; Mei Zhang, Committee Member.
Advisors/Committee Members: Liang, Zhiyong Richard (professor directing thesis), Rodrigo, Horatio (committee member), Okoli, Okenwa (committee member), Zhang, Mei (committee member), Department of Industrial and Manufacturing Engineering (degree granting department).";MA;2010;;Ingrole, A. (2010). Dielectric and Mechanical Properties of PMMA/BTA Nanocomposites for HTS Applications. (Thesis). Florida State University.  Retrieved from (URL) http://purl.flvc.org/fsu/fd/FSU_migr_etd-3865;;;;
MA_10;Universidade Estadual de Campinas;"Degree: Instituto de Física Gleb Wataghin; Programa de Pós-Graduação em Física, 2011, Universidade Estadual de Campinas";"URL: MERLO,
Rafael
Borges.
Supercondutividade
em
materiais
à
base
de
carbono.
2011.
111
p.
Dissertação
(mestrado)
-
Universidade
Estadual
de
Campinas,
Instituto
de
Fisica
Gleb
Wataghin,
Campinas,
SP.
Disponível
em:
<http://www.repositorio.unicamp.br/handle/REPOSIP/277964>.
Acesso
em:
19
ago.
2018.
;
http://repositorio.unicamp.br/jspui/handle/REPOSIP/277964";Merlo, Rafael Borges, 1983-;Supercondutividade em materiais à base de carbono.;"Orientador: Iakov Veniaminovitch Kopelevitch Dissertação (mestrado) - Universidade Estadual de Campinas, Instituto de Fisica Gleb Wataghin Made available in DSpace on 2018-08-19T07:21:49Z (GMT). No. of bitstreams: 1 Merlo_RafaelBorges_M.pdf: 2866064 bytes, checksum: f84ae56edecef43c0c046f5d592e5baa (MD5) Previous issue date: 2011 Resumo: Evidências experimentais e teóricas recentes de que a supercondutividade nas várias formas alotrópicas do carbono pode ocorrer em temperaturas próximas ou até acima da temperatura ambiente, desencadearam um grande interesse científico. Resultados do presente trabalho demonstraram a ocorrência de supercondutividade em compósitos de carbono vítreo-enxofre (CV-S) a T = 3 K. Nossas medidas revelaram que a supercondutividade ocorre em uma pequena fração da amostra, e que a grafitização do carbono amorfo parece ser uma condição necessária para disparar a supercondutividade. Apresentamos também evidências de
supercondutividade à temperatura ambiente em sanduíches de grafite/Si, e demonstramos que a supercondutividade está associada à interface grafite/silício. O comportamento encontrado é semelhante ao conhecido para estruturas supercondutoras de baixadimensionalidade. Em particular, observamos oscilações do tipo Josephson em curvas características de corrente-tensão (I-V), bem como sua supressão pela aplicação de campo magnético. Além disso, o campo magnético perpendicular transforma as curvas características I-V do tipo supercondutor para tipo isolante, assemelhando-se à transição supercondutor-isolante induzida por campo magnético em redes de junções Josephson. Todos estes resultados indicam que a interface grafite/silício pode ser um material promissor para o desenvolvimento de dispositivos microeletrônicos sem dissipação à temperatura ambiente Recent both experimental and theoretical evidence that superconductivity in various allotropic forms of carbon can occur at temperatures
near or even above room temperature, triggered a broad scientific interest. Results of the present work demonstrated the occurrence of superconductivity in carbon glassy-sulfur composites (CV-S) at T = 3 K. Our measurements revealed that the superconductivity occurs in a small fraction of the sample, and that the graphitization of the amorphous carbon seems to be a necessary condition to trigger the superconductivity. We also present evidence for the room temperature superconductivity in graphite/Si sandwiches and demonstrate that the superconductivity is associated with the graphite/silicon interface. The found behavior is similar to that known for low-dimensional superconducting structures. In particular, we have observed Josephson-type oscillations in current-voltage (I-V) characteristics as well as their suppression by applied magnetic field. Moreover, the perpendicular magnetic field transforms the superconducting-like to insulating-like I-V characteristics resembling the
magnetic-field-driven superconductor-insulator transition in Josephsonjunction-arrays. All these results indicate that…
Advisors/Committee Members: UNIVERSIDADE ESTADUAL DE CAMPINAS, Kopelevitch, Iakov Veniaminovitch, 1959-, Machado, Antonio Jefferson da Silva, Silva, Eduardo Granado Monteiro da.";MA;2011;;"Merlo, Rafael Borges, 1. (2011). Supercondutividade em materiais à base de carbono. (Masters Thesis). Universidade Estadual de Campinas.  Retrieved from MERLO, Rafael Borges. Supercondutividade em materiais à base de carbono. 2011. 111 p. Dissertação (mestrado) - Universidade Estadual de Campinas, Instituto de Fisica Gleb Wataghin, Campinas, SP. Disponível em: <http://www.repositorio.unicamp.br/handle/REPOSIP/277964>. Acesso em: 19 ago. 2018. ; http://repositorio.unicamp.br/jspui/handle/REPOSIP/277964";;;;
MA_11;Brazil;Degree: 2011, Brazil;URL: http://www.repositorio.ufop.br/handle/123456789/7007;Moura, Lourenço de;Influência do teor de TA na RRR do nióbio metálico utilizado na produção de cavidades ressonantes supercondutoras.;"Programa de Pós-Graduação em Engenharia de Materiais. Departamento de Engenharia Metalúrgica, Escola de Minas, Universidade Federal de Ouro Preto. Submitted by giuliana silveira (giulianagphoto@gmail.com) on 2016-09-30T17:24:49Z No. of bitstreams: 1 DISSERTAÇÃO_InfluênciaTeorTA.pdf: 1473452 bytes, checksum: efa512cf3da1c2b15b6cdd0ec32b1f6f (MD5) Approved for entry into archive by Oliveira Flávia (flavia@sisbin.ufop.br) on 2016-10-03T15:01:40Z (GMT) No. of bitstreams: 1 DISSERTAÇÃO_InfluênciaTeorTA.pdf: 1473452 bytes, checksum: efa512cf3da1c2b15b6cdd0ec32b1f6f (MD5) Made available in DSpace on 2016-10-03T15:01:40Z (GMT). No. of bitstreams: 1 DISSERTAÇÃO_InfluênciaTeorTA.pdf: 1473452 bytes, checksum: efa512cf3da1c2b15b6cdd0ec32b1f6f (MD5) Previous issue date: 2011 Tais produções foram divididas em 8 etapas, sendo 02 aluminotermias e 06 refinos em fornos de feixe de elétrons, obtendo-se então dois lingotes de nióbio metálico com peso de
1500 kg, comprimento de 1900mm e diâmetro de 340mm cada lingote. Após sua produção, os lingotes foram amostrados, caracterizados e analisados quimicamente realizando em seguida um ensaio conhecido como performance de “RRR” (residual resistance ratio), onde é medida a resistência à condução de eletricidade no corpo de prova à temperatura ambiente e à temperatura de 4 k. Após medições destas resistências, dividiu-se o resultado da resistência à temperatura ambiente pela resistência à temperatura de 4 k e o resultado é uma medida adimensional que representa o grau de condução do nióbio metálico à temperatura de 4 k, temperatura na qual o nióbio metálico tem características supercondutoras.Os resultados obtidos demonstraram que as variáveis que mais interferem na performance da razão de resistividade residual são a pressão de trabalho da câmara de fusão e os teores residuais de gases. A interferência do teor de Ta, conforme citado na figura 9, não é representativa comprovando-se que a
especificação para tântalo no nióbio utilizado nas cavidades supercondutoras pode ser elevada de 500 ppm para 800 ppm, sem interferir na performance da cavidade ou na razão de resisitividade residual. To produce 1 ingot of niobium metal with a tantalum content below 1000ppm and one ingot of niobium metal with a tantalum content above 1000 ppm. The production was divided in 8 steps, 2 aluminothermies and 6 electron beam furnace refinements. The final products were 2 ingots weighting 1500 kg each, 1900 mm long and a diameter of 340 mm. After produced, the ingots were sampled for chemical analysis and Residual Resistance Ratio (RRR) determination, in which the ration between the electrical resistance at room temperature and the resistance at 4 K represents the grade of niobium metal conduction at 4 K. In this temperature Niobium Metal is a superconductor.
Advisors/Committee Members: Rodrigues, Paulo César de Matos, Araújo, Fernando Gabriel da Silva, Cota, André Barros.";MA;2011;;Moura, L. d. (2011). Influência do teor de TA na RRR do nióbio metálico utilizado na produção de cavidades ressonantes supercondutoras. (Masters Thesis). Brazil.  Retrieved from http://www.repositorio.ufop.br/handle/123456789/7007;;;;
